Distance;Altitude;Easting;Northing;Longitude;Latitude
1910.6;2036.7;2785682;1176159.5;9.867299;46.710779
1933;2037.2;2785704.2;1176156.9;9.867588;46.71075
1984.8;2038.2;2785755.3;1176148;9.868252;46.710656
2001.6;2038;2785771.1;1176142.3;9.868457;46.7106
2049.6;2038.3;2785815.3;1176123.6;9.869027;46.710419
2095;2042.3;2785857.8;1176107.8;9.869576;46.710266
2131.8;2045.8;2785891.5;1176092.9;9.87001;46.710122
2171.9;2047.5;2785925.4;1176071.5;9.870445;46.70992
2190.9;2049.4;2785940;1176059.3;9.870631;46.709807
2216.3;2051.1;2785961.7;1176046.1;9.870909;46.709682
