Distance;Altitude;Easting;Northing;Longitude;Latitude
6261.3;2350.3;2783265.5;1209791;9.849225;47.013831
6290.4;2364;2783237.4;1209798.7;9.848859;47.013908
6303.1;2369.8;2783224.7;1209798.2;9.848692;47.013907
6329.4;2382;2783199.6;1209790.3;9.848359;47.013843
6361;2394.1;2783171.1;1209776.6;9.847979;47.013728
6400.5;2414;2783132.5;1209768.5;9.847468;47.013666
6420.2;2424.8;2783112.8;1209766.8;9.847208;47.013656
6447.4;2436.6;2783085.7;1209768.9;9.846853;47.013682
6465;2442.4;2783068.5;1209772.4;9.846628;47.013718
6483.3;2449.8;2783050.2;1209773.4;9.846388;47.013732
6509.6;2462.2;2783024.9;1209766.1;9.846052;47.013674
6523.6;2467.6;2783012.3;1209760.1;9.845884;47.013623
6540.3;2475;2782995.8;1209757.3;9.845666;47.013603
6558;2482.3;2782978.2;1209758.3;9.845435;47.013617
6583.8;2495.9;2782955.7;1209771;9.845145;47.013737
6608.5;2509.6;2782933.9;1209782.6;9.844863;47.013847
6643.9;2525.8;2782904;1209801.6;9.844478;47.014026
6693;2551.5;2782858.4;1209819.8;9.843885;47.014203
6731.3;2578.7;2782821.45;1209829.85;9.843404;47.014303
6769.6;2593.4;2782784.5;1209839.9;9.842922;47.014404
6808.6;2609.4;2782747.3;1209851.5;9.842438;47.014518
6829.9;2619.8;2782726.2;1209854.6;9.842162;47.014552
6844.3;2629.4;2782711.8;1209853.4;9.841972;47.014545
6861.6;2634.6;2782696.7;1209845;9.84177;47.014474
6877.5;2640.2;2782688.6;1209831.3;9.841658;47.014353
6895.8;2650.5;2782683.7;1209813.7;9.841586;47.014196
6911.7;2657.2;2782677.5;1209799.1;9.841499;47.014066
6934.2;2662.6;2782662.1;1209782.6;9.84129;47.013922
6952.1;2669.6;2782647;1209773.1;9.841088;47.013841
6994.5;2689.3;2782606.5;1209760.6;9.84055;47.01374
7022.4;2698.3;2782578.8;1209764.1;9.840188;47.013779
7059.6;2709.9;2782542.6;1209772.9;9.839715;47.013868
7088;2718;2782514.3;1209771.7;9.839343;47.013865
7111.2;2724.8;2782492.1;1209765;9.839048;47.013811
7151.9;2740;2782460.5;1209739.3;9.838622;47.013588
7195.1;2756;2782426.8;1209712.3;9.838169;47.013355
7219.3;2764.5;2782410.2;1209694.7;9.837943;47.013201
7238.8;2772.2;2782405.7;1209675.7;9.837877;47.013032
7255.7;2779.4;2782409.6;1209659.2;9.837921;47.012882
7276.4;2786.3;2782423.1;1209643.5;9.838092;47.012737
7283.1;2787.7;2782428.1;1209639.1;9.838156;47.012696
7294.8;2789.7;2782437.6;1209632.3;9.838278;47.012633
7308.7;2795.7;2782450.5;1209627.1;9.838446;47.012582
7323.8;2800.2;2782465.6;1209625.9;9.838644;47.012567
7346.6;2799.6;2782488.4;1209625.6;9.838943;47.012558
7376.9;2809.7;2782518.1;1209631.45;9.839336;47.012603
7407.2;2816.9;2782547.8;1209637.3;9.839729;47.012647
